protID,filesize,which.repo
1034554840,4029073,ESM1b_IEDB_LBCE_proteins_1
1034554844,2881189,ESM1b_IEDB_LBCE_proteins_1
1034554912,647850,ESM1b_IEDB_LBCE_proteins_1
1034555136,14079210,ESM1b_IEDB_LBCE_proteins_1
1034555472,3790729,ESM1b_IEDB_LBCE_proteins_1
1034555566,1778776,ESM1b_IEDB_LBCE_proteins_1
1034555632,7994368,ESM1b_IEDB_LBCE_proteins_1
1034555809,3652871,ESM1b_IEDB_LBCE_proteins_1
1034555825,1441610,ESM1b_IEDB_LBCE_proteins_1
1034555915,2263823,ESM1b_IEDB_LBCE_proteins_1
1034555946,2578318,ESM1b_IEDB_LBCE_proteins_1
1034556023,2297636,ESM1b_IEDB_LBCE_proteins_1
1034556081,1414303,ESM1b_IEDB_LBCE_proteins_1
1034556669,7433916,ESM1b_IEDB_LBCE_proteins_1
1034556794,4370890,ESM1b_IEDB_LBCE_proteins_1
1034556887,2528542,ESM1b_IEDB_LBCE_proteins_1
1034556899,17499506,ESM1b_IEDB_LBCE_proteins_1
1034557143,15096070,ESM1b_IEDB_LBCE_proteins_1
1034557152,10139465,ESM1b_IEDB_LBCE_proteins_1
1034557430,5161020,ESM1b_IEDB_LBCE_proteins_1
1034557544,13184485,ESM1b_IEDB_LBCE_proteins_1
1034557575,4382814,ESM1b_IEDB_LBCE_proteins_1
1034557689,2211731,ESM1b_IEDB_LBCE_proteins_1
1034557975,3450350,ESM1b_IEDB_LBCE_proteins_1
1034558043,27370009,ESM1b_IEDB_LBCE_proteins_1
1034558202,2310556,ESM1b_IEDB_LBCE_proteins_1
1034558205,2126790,ESM1b_IEDB_LBCE_proteins_1
1034558457,3064264,ESM1b_IEDB_LBCE_proteins_1
1034558461,2017003,ESM1b_IEDB_LBCE_proteins_1
1034558503,2770024,ESM1b_IEDB_LBCE_proteins_1
1034558505,2603419,ESM1b_IEDB_LBCE_proteins_1
1034558518,6791533,ESM1b_IEDB_LBCE_proteins_1
1034558596,4283659,ESM1b_IEDB_LBCE_proteins_1
1034558686,4960240,ESM1b_IEDB_LBCE_proteins_1
1034558851,5327063,ESM1b_IEDB_LBCE_proteins_1
1034558884,3578532,ESM1b_IEDB_LBCE_proteins_1
1034558950,1777610,ESM1b_IEDB_LBCE_proteins_1
1034559001,3330458,ESM1b_IEDB_LBCE_proteins_1
1034559222,4774419,ESM1b_IEDB_LBCE_proteins_1
1034559237,2232843,ESM1b_IEDB_LBCE_proteins_1
1034559240,4379276,ESM1b_IEDB_LBCE_proteins_1
1034559433,11329619,ESM1b_IEDB_LBCE_proteins_1
1034559561,2202174,ESM1b_IEDB_LBCE_proteins_1
1034559697,7725993,ESM1b_IEDB_LBCE_proteins_1
1034560033,2728431,ESM1b_IEDB_LBCE_proteins_1
1034560136,7427051,ESM1b_IEDB_LBCE_proteins_1
1034560161,16429782,ESM1b_IEDB_LBCE_proteins_1
1034560751,3955241,ESM1b_IEDB_LBCE_proteins_1
1034561914,3453532,ESM1b_IEDB_LBCE_proteins_1
1034561918,3062398,ESM1b_IEDB_LBCE_proteins_1
1034562071,4515652,ESM1b_IEDB_LBCE_proteins_1
1034562195,2661661,ESM1b_IEDB_LBCE_proteins_1
1034562230,5183495,ESM1b_IEDB_LBCE_proteins_1
1034562358,3928123,ESM1b_IEDB_LBCE_proteins_1
1034562531,909659,ESM1b_IEDB_LBCE_proteins_1
1034562559,2364390,ESM1b_IEDB_LBCE_proteins_1
1034562593,2209292,ESM1b_IEDB_LBCE_proteins_1
1034563195,7221233,ESM1b_IEDB_LBCE_proteins_1
1034563226,10158159,ESM1b_IEDB_LBCE_proteins_1
1034563431,7123354,ESM1b_IEDB_LBCE_proteins_1
1034563680,19511149,ESM1b_IEDB_LBCE_proteins_1
1034566257,3481160,ESM1b_IEDB_LBCE_proteins_1
1034566840,4857089,ESM1b_IEDB_LBCE_proteins_1
1034566936,4649686,ESM1b_IEDB_LBCE_proteins_1
1034567139,4998018,ESM1b_IEDB_LBCE_proteins_1
1034567141,3090684,ESM1b_IEDB_LBCE_proteins_1
1034567460,12240495,ESM1b_IEDB_LBCE_proteins_1
1034567574,6831835,ESM1b_IEDB_LBCE_proteins_1
1034567742,1105886,ESM1b_IEDB_LBCE_proteins_1
1034567998,3007370,ESM1b_IEDB_LBCE_proteins_1
1034568046,4422021,ESM1b_IEDB_LBCE_proteins_1
1034568079,1935172,ESM1b_IEDB_LBCE_proteins_1
1034568179,5049551,ESM1b_IEDB_LBCE_proteins_1
1034568432,1437476,ESM1b_IEDB_LBCE_proteins_1
1034568595,1509949,ESM1b_IEDB_LBCE_proteins_1
1034568613,15346393,ESM1b_IEDB_LBCE_proteins_1
1034568738,4537706,ESM1b_IEDB_LBCE_proteins_1
1034568942,4037841,ESM1b_IEDB_LBCE_proteins_1
1034568992,12104698,ESM1b_IEDB_LBCE_proteins_1
1034569592,3070215,ESM1b_IEDB_LBCE_proteins_1
1034569971,967618,ESM1b_IEDB_LBCE_proteins_1
1034570102,3437827,ESM1b_IEDB_LBCE_proteins_1
1034570156,11286646,ESM1b_IEDB_LBCE_proteins_1
1034570197,11023578,ESM1b_IEDB_LBCE_proteins_1
1034570276,3371665,ESM1b_IEDB_LBCE_proteins_1
1034571846,3002565,ESM1b_IEDB_LBCE_proteins_1
1034571943,27075819,ESM1b_IEDB_LBCE_proteins_1
1034572351,4026923,ESM1b_IEDB_LBCE_proteins_1
1034572445,1987377,ESM1b_IEDB_LBCE_proteins_1
1034572538,8095582,ESM1b_IEDB_LBCE_proteins_1
1034572546,11237500,ESM1b_IEDB_LBCE_proteins_1
1034572549,7789146,ESM1b_IEDB_LBCE_proteins_1
1034572748,3158967,ESM1b_IEDB_LBCE_proteins_1
1034572774,3266976,ESM1b_IEDB_LBCE_proteins_1
1034572845,4506035,ESM1b_IEDB_LBCE_proteins_1
1034572867,4652815,ESM1b_IEDB_LBCE_proteins_1
1034572975,17205694,ESM1b_IEDB_LBCE_proteins_1
1034573124,9026328,ESM1b_IEDB_LBCE_proteins_1
1034573516,1757533,ESM1b_IEDB_LBCE_proteins_1
1034573546,1843089,ESM1b_IEDB_LBCE_proteins_1
1034573664,11074702,ESM1b_IEDB_LBCE_proteins_1
1034574095,996405,ESM1b_IEDB_LBCE_proteins_1
1034574201,1623922,ESM1b_IEDB_LBCE_proteins_1
1034574245,4083608,ESM1b_IEDB_LBCE_proteins_1
1034574339,6322090,ESM1b_IEDB_LBCE_proteins_1
1034574347,1411620,ESM1b_IEDB_LBCE_proteins_1
1034574531,5638784,ESM1b_IEDB_LBCE_proteins_1
1034574547,982030,ESM1b_IEDB_LBCE_proteins_1
1034574699,5430992,ESM1b_IEDB_LBCE_proteins_1
1034574866,2451360,ESM1b_IEDB_LBCE_proteins_1
1034574907,2978881,ESM1b_IEDB_LBCE_proteins_1
1034575085,4337017,ESM1b_IEDB_LBCE_proteins_1
1034575403,15162141,ESM1b_IEDB_LBCE_proteins_1
1034575409,2194259,ESM1b_IEDB_LBCE_proteins_1
1034575517,10549084,ESM1b_IEDB_LBCE_proteins_1
1034575548,2943226,ESM1b_IEDB_LBCE_proteins_1
1034575603,4216780,ESM1b_IEDB_LBCE_proteins_1
1034576168,2319330,ESM1b_IEDB_LBCE_proteins_1
1034576196,4371252,ESM1b_IEDB_LBCE_proteins_1
1034576203,3339913,ESM1b_IEDB_LBCE_proteins_1
1034576248,2619274,ESM1b_IEDB_LBCE_proteins_1
1034576276,3588669,ESM1b_IEDB_LBCE_proteins_1
1034576292,5281660,ESM1b_IEDB_LBCE_proteins_1
1034577817,5617835,ESM1b_IEDB_LBCE_proteins_1
1034578034,8774130,ESM1b_IEDB_LBCE_proteins_1
1034578245,3008881,ESM1b_IEDB_LBCE_proteins_1
1034578431,5485477,ESM1b_IEDB_LBCE_proteins_1
1034578448,21468851,ESM1b_IEDB_LBCE_proteins_1
1034578613,3891645,ESM1b_IEDB_LBCE_proteins_1
1034578790,8528813,ESM1b_IEDB_LBCE_proteins_1
1034578796,13577887,ESM1b_IEDB_LBCE_proteins_1
1034578945,1226995,ESM1b_IEDB_LBCE_proteins_1
1034579112,6398454,ESM1b_IEDB_LBCE_proteins_1
1034579196,6241859,ESM1b_IEDB_LBCE_proteins_1
1034579332,13529277,ESM1b_IEDB_LBCE_proteins_1
1034579524,4358045,ESM1b_IEDB_LBCE_proteins_1
1034579758,6349637,ESM1b_IEDB_LBCE_proteins_1
1034580037,2194938,ESM1b_IEDB_LBCE_proteins_1
1034580340,4574960,ESM1b_IEDB_LBCE_proteins_1
1034580720,2509639,ESM1b_IEDB_LBCE_proteins_1
1034581190,1181414,ESM1b_IEDB_LBCE_proteins_1
1034581387,3524845,ESM1b_IEDB_LBCE_proteins_1
1034581637,2457548,ESM1b_IEDB_LBCE_proteins_1
1034582207,10414604,ESM1b_IEDB_LBCE_proteins_1
1034582225,2710185,ESM1b_IEDB_LBCE_proteins_1
1034582296,1692466,ESM1b_IEDB_LBCE_proteins_1
1034582379,4832149,ESM1b_IEDB_LBCE_proteins_1
1034582524,5435191,ESM1b_IEDB_LBCE_proteins_1
1034583704,4717528,ESM1b_IEDB_LBCE_proteins_1
1034584319,5691651,ESM1b_IEDB_LBCE_proteins_1
1034584334,1525014,ESM1b_IEDB_LBCE_proteins_1
1034584735,9897926,ESM1b_IEDB_LBCE_proteins_1
1034584808,5407631,ESM1b_IEDB_LBCE_proteins_1
1034585129,5704160,ESM1b_IEDB_LBCE_proteins_1
1034586339,5307764,ESM1b_IEDB_LBCE_proteins_1
1034586343,4305119,ESM1b_IEDB_LBCE_proteins_1
1034586516,5772443,ESM1b_IEDB_LBCE_proteins_1
1034586597,12367059,ESM1b_IEDB_LBCE_proteins_1
1034586601,10660131,ESM1b_IEDB_LBCE_proteins_1
1034587283,1210123,ESM1b_IEDB_LBCE_proteins_1
1034587377,7171040,ESM1b_IEDB_LBCE_proteins_1
1034587548,3201754,ESM1b_IEDB_LBCE_proteins_1
1034587686,8113055,ESM1b_IEDB_LBCE_proteins_1
1034587695,5103416,ESM1b_IEDB_LBCE_proteins_1
1034588347,947945,ESM1b_IEDB_LBCE_proteins_1
1034588599,10692582,ESM1b_IEDB_LBCE_proteins_1
1034589650,4130774,ESM1b_IEDB_LBCE_proteins_1
1034589925,3372908,ESM1b_IEDB_LBCE_proteins_1
1034590124,13629539,ESM1b_IEDB_LBCE_proteins_1
1034590149,7326909,ESM1b_IEDB_LBCE_proteins_1
1034590270,2226389,ESM1b_IEDB_LBCE_proteins_1
1034590540,1581731,ESM1b_IEDB_LBCE_proteins_1
1034590945,17125342,ESM1b_IEDB_LBCE_proteins_1
1034590952,14481254,ESM1b_IEDB_LBCE_proteins_1
1034591070,5761734,ESM1b_IEDB_LBCE_proteins_1
1034591093,4417369,ESM1b_IEDB_LBCE_proteins_1
1034591346,1547274,ESM1b_IEDB_LBCE_proteins_1
1034591380,9145339,ESM1b_IEDB_LBCE_proteins_1
1034591392,6756467,ESM1b_IEDB_LBCE_proteins_1
1034591409,28465215,ESM1b_IEDB_LBCE_proteins_1
1034591423,2723964,ESM1b_IEDB_LBCE_proteins_1
1034591434,3860827,ESM1b_IEDB_LBCE_proteins_1
1034591546,2523550,ESM1b_IEDB_LBCE_proteins_1
1034591751,4480400,ESM1b_IEDB_LBCE_proteins_1
1034592068,2306452,ESM1b_IEDB_LBCE_proteins_1
1034592233,15589504,ESM1b_IEDB_LBCE_proteins_1
1034592249,30210374,ESM1b_IEDB_LBCE_proteins_1
1034592307,5390123,ESM1b_IEDB_LBCE_proteins_1
1034592379,2202658,ESM1b_IEDB_LBCE_proteins_1
1034593409,8757547,ESM1b_IEDB_LBCE_proteins_1
1034593437,2440415,ESM1b_IEDB_LBCE_proteins_1
1034593444,2695617,ESM1b_IEDB_LBCE_proteins_1
1034593586,2499024,ESM1b_IEDB_LBCE_proteins_1
1034593776,2645444,ESM1b_IEDB_LBCE_proteins_1
1034593837,2711409,ESM1b_IEDB_LBCE_proteins_1
1034593907,2025921,ESM1b_IEDB_LBCE_proteins_1
1034593931,6270375,ESM1b_IEDB_LBCE_proteins_1
1034593933,5519677,ESM1b_IEDB_LBCE_proteins_1
1034594077,11289082,ESM1b_IEDB_LBCE_proteins_1
1034594282,3703266,ESM1b_IEDB_LBCE_proteins_1
1034594320,2993298,ESM1b_IEDB_LBCE_proteins_1
1034594393,8059807,ESM1b_IEDB_LBCE_proteins_1
1034594398,5053664,ESM1b_IEDB_LBCE_proteins_1
1034594450,12380182,ESM1b_IEDB_LBCE_proteins_1
1034594466,4092038,ESM1b_IEDB_LBCE_proteins_1
1034594508,1976506,ESM1b_IEDB_LBCE_proteins_1
1034594519,2125993,ESM1b_IEDB_LBCE_proteins_1
1034594649,5411976,ESM1b_IEDB_LBCE_proteins_1
1034594725,2185417,ESM1b_IEDB_LBCE_proteins_1
1034595006,1257828,ESM1b_IEDB_LBCE_proteins_1
1034595231,25484817,ESM1b_IEDB_LBCE_proteins_1
1034595315,1553562,ESM1b_IEDB_LBCE_proteins_1
1034595526,4928367,ESM1b_IEDB_LBCE_proteins_1
1034595539,5050019,ESM1b_IEDB_LBCE_proteins_1
1034595612,3573105,ESM1b_IEDB_LBCE_proteins_1
1034595651,1430436,ESM1b_IEDB_LBCE_proteins_1
1034596301,9577566,ESM1b_IEDB_LBCE_proteins_1
1034596371,4945652,ESM1b_IEDB_LBCE_proteins_1
1034596752,3014214,ESM1b_IEDB_LBCE_proteins_1
1034597737,3345840,ESM1b_IEDB_LBCE_proteins_1
1034598057,4109510,ESM1b_IEDB_LBCE_proteins_1
1034598175,1457850,ESM1b_IEDB_LBCE_proteins_1
1034598186,11126518,ESM1b_IEDB_LBCE_proteins_1
1034598315,1377470,ESM1b_IEDB_LBCE_proteins_1
1034598329,3298023,ESM1b_IEDB_LBCE_proteins_1
1034598339,2044739,ESM1b_IEDB_LBCE_proteins_1
1034598412,2477542,ESM1b_IEDB_LBCE_proteins_1
1034598560,1286692,ESM1b_IEDB_LBCE_proteins_1
1034598569,2872227,ESM1b_IEDB_LBCE_proteins_1
1034598633,3655827,ESM1b_IEDB_LBCE_proteins_1
1034598891,18173801,ESM1b_IEDB_LBCE_proteins_1
1034599058,12604325,ESM1b_IEDB_LBCE_proteins_1
1034599068,6320074,ESM1b_IEDB_LBCE_proteins_1
1034599233,3332638,ESM1b_IEDB_LBCE_proteins_1
1034599404,8069765,ESM1b_IEDB_LBCE_proteins_1
1034599510,1088483,ESM1b_IEDB_LBCE_proteins_1
1034599643,2543156,ESM1b_IEDB_LBCE_proteins_1
1034599664,3016276,ESM1b_IEDB_LBCE_proteins_1
1034599986,21509433,ESM1b_IEDB_LBCE_proteins_1
1034600055,7775983,ESM1b_IEDB_LBCE_proteins_1
1034600598,3110253,ESM1b_IEDB_LBCE_proteins_1
1034600652,30394513,ESM1b_IEDB_LBCE_proteins_1
1034600823,1871611,ESM1b_IEDB_LBCE_proteins_1
1034601381,4768835,ESM1b_IEDB_LBCE_proteins_1
1034601554,2911051,ESM1b_IEDB_LBCE_proteins_1
1034601651,11352509,ESM1b_IEDB_LBCE_proteins_1
1034601655,3283346,ESM1b_IEDB_LBCE_proteins_1
1034601728,9565047,ESM1b_IEDB_LBCE_proteins_1
1034601731,7827183,ESM1b_IEDB_LBCE_proteins_1
1034601995,1584314,ESM1b_IEDB_LBCE_proteins_1
1034602322,14281581,ESM1b_IEDB_LBCE_proteins_1
1034602405,8073068,ESM1b_IEDB_LBCE_proteins_1
1034603448,2131484,ESM1b_IEDB_LBCE_proteins_1
1034603629,7841587,ESM1b_IEDB_LBCE_proteins_1
1034603725,4356310,ESM1b_IEDB_LBCE_proteins_1
1034603820,1490543,ESM1b_IEDB_LBCE_proteins_1
1034604008,16194427,ESM1b_IEDB_LBCE_proteins_1
1034604103,3710922,ESM1b_IEDB_LBCE_proteins_1
1034604236,6650092,ESM1b_IEDB_LBCE_proteins_1
1034604294,10719993,ESM1b_IEDB_LBCE_proteins_1
1034604508,4608675,ESM1b_IEDB_LBCE_proteins_1
1034604813,5081113,ESM1b_IEDB_LBCE_proteins_1
1034604880,4829231,ESM1b_IEDB_LBCE_proteins_1
1034605632,2827064,ESM1b_IEDB_LBCE_proteins_1
1034605940,2300188,ESM1b_IEDB_LBCE_proteins_1
1034606053,2027704,ESM1b_IEDB_LBCE_proteins_1
1034606328,3257009,ESM1b_IEDB_LBCE_proteins_1
1034606507,5222554,ESM1b_IEDB_LBCE_proteins_1
1034607400,3329411,ESM1b_IEDB_LBCE_proteins_1
1034607505,2226368,ESM1b_IEDB_LBCE_proteins_1
1034607714,3149270,ESM1b_IEDB_LBCE_proteins_1
1034607735,3184093,ESM1b_IEDB_LBCE_proteins_1
1034607988,3061977,ESM1b_IEDB_LBCE_proteins_1
1034608024,2634930,ESM1b_IEDB_LBCE_proteins_1
1034608576,4157766,ESM1b_IEDB_LBCE_proteins_1
1034608610,3697348,ESM1b_IEDB_LBCE_proteins_1
1034608661,7208476,ESM1b_IEDB_LBCE_proteins_1
1034608697,6797737,ESM1b_IEDB_LBCE_proteins_1
1034608750,4598586,ESM1b_IEDB_LBCE_proteins_1
1034608802,2675264,ESM1b_IEDB_LBCE_proteins_1
1034608894,1129962,ESM1b_IEDB_LBCE_proteins_1
1034608954,3853332,ESM1b_IEDB_LBCE_proteins_1
1034608999,8302027,ESM1b_IEDB_LBCE_proteins_1
1034609149,3407417,ESM1b_IEDB_LBCE_proteins_1
1034609178,8602136,ESM1b_IEDB_LBCE_proteins_1
1034609320,3607257,ESM1b_IEDB_LBCE_proteins_1
1034609501,1106222,ESM1b_IEDB_LBCE_proteins_1
1034609621,1963165,ESM1b_IEDB_LBCE_proteins_1
1034609680,7929544,ESM1b_IEDB_LBCE_proteins_1
1034609710,1593632,ESM1b_IEDB_LBCE_proteins_1
1034609819,1735873,ESM1b_IEDB_LBCE_proteins_1
1034609929,5730161,ESM1b_IEDB_LBCE_proteins_1
1034610066,4104066,ESM1b_IEDB_LBCE_proteins_1
1034610157_part01,43171057,ESM1b_IEDB_LBCE_proteins_1
1034610157_part02,43485298,ESM1b_IEDB_LBCE_proteins_1
1034610167,68428307,ESM1b_IEDB_LBCE_proteins_1
1034610284,8060130,ESM1b_IEDB_LBCE_proteins_1
1034610292,4047082,ESM1b_IEDB_LBCE_proteins_1
1034611032,9843437,ESM1b_IEDB_LBCE_proteins_1
1034611384,6336574,ESM1b_IEDB_LBCE_proteins_1
1034611404,6824270,ESM1b_IEDB_LBCE_proteins_1
1034611424,9058495,ESM1b_IEDB_LBCE_proteins_1
1034611467,20322311,ESM1b_IEDB_LBCE_proteins_1
1034611490,7479827,ESM1b_IEDB_LBCE_proteins_1
1034611606,5880518,ESM1b_IEDB_LBCE_proteins_1
1034611879,3778247,ESM1b_IEDB_LBCE_proteins_1
1034611932,8127644,ESM1b_IEDB_LBCE_proteins_1
1034612007,7811955,ESM1b_IEDB_LBCE_proteins_1
1034612179,3895854,ESM1b_IEDB_LBCE_proteins_1
1034612208,2241621,ESM1b_IEDB_LBCE_proteins_1
1034612222,13599820,ESM1b_IEDB_LBCE_proteins_1
1034612282,1993853,ESM1b_IEDB_LBCE_proteins_1
1034612305,3970061,ESM1b_IEDB_LBCE_proteins_1
1034612311,3862734,ESM1b_IEDB_LBCE_proteins_1
1034612731,10639999,ESM1b_IEDB_LBCE_proteins_1
1034612842,4909399,ESM1b_IEDB_LBCE_proteins_1
1034612912,11707285,ESM1b_IEDB_LBCE_proteins_1
1034612966,2074767,ESM1b_IEDB_LBCE_proteins_1
1034613051,6503390,ESM1b_IEDB_LBCE_proteins_1
1034613345,13829156,ESM1b_IEDB_LBCE_proteins_1
1034613623,3035275,ESM1b_IEDB_LBCE_proteins_1
1034613716,5481722,ESM1b_IEDB_LBCE_proteins_1
1034613882,2614013,ESM1b_IEDB_LBCE_proteins_1
1034613927,10488777,ESM1b_IEDB_LBCE_proteins_1
1034613958,9884621,ESM1b_IEDB_LBCE_proteins_1
1034613960,6654023,ESM1b_IEDB_LBCE_proteins_1
1034614151,13320495,ESM1b_IEDB_LBCE_proteins_1
1034614212,50426444,ESM1b_IEDB_LBCE_proteins_1
1034614297,3329516,ESM1b_IEDB_LBCE_proteins_1
1034614303,2252680,ESM1b_IEDB_LBCE_proteins_1
1034614433,3494657,ESM1b_IEDB_LBCE_proteins_1
1034614584,8208887,ESM1b_IEDB_LBCE_proteins_1
1034614643,3531669,ESM1b_IEDB_LBCE_proteins_1
1034614755,8941025,ESM1b_IEDB_LBCE_proteins_1
1034614936,3469377,ESM1b_IEDB_LBCE_proteins_1
1034615061,2489392,ESM1b_IEDB_LBCE_proteins_1
1034615254,2957701,ESM1b_IEDB_LBCE_proteins_1
1034615260,24125040,ESM1b_IEDB_LBCE_proteins_1
1034615333,4502503,ESM1b_IEDB_LBCE_proteins_1
1034615431,29956964,ESM1b_IEDB_LBCE_proteins_1
1034615439,24501368,ESM1b_IEDB_LBCE_proteins_1
1034615499,12023729,ESM1b_IEDB_LBCE_proteins_1
1034615835,1962255,ESM1b_IEDB_LBCE_proteins_1
1034615901,11696015,ESM1b_IEDB_LBCE_proteins_1
1034616314,6637734,ESM1b_IEDB_LBCE_proteins_1
1034616359,11111823,ESM1b_IEDB_LBCE_proteins_1
1034616788,2166727,ESM1b_IEDB_LBCE_proteins_1
1034616846,5377412,ESM1b_IEDB_LBCE_proteins_1
1034616888,3585240,ESM1b_IEDB_LBCE_proteins_1
1034617190,4467202,ESM1b_IEDB_LBCE_proteins_1
1034617192,4160156,ESM1b_IEDB_LBCE_proteins_1
1034617509,12710491,ESM1b_IEDB_LBCE_proteins_1
1034617781,12214842,ESM1b_IEDB_LBCE_proteins_1
1034622671,11964384,ESM1b_IEDB_LBCE_proteins_1
1034622801,2824696,ESM1b_IEDB_LBCE_proteins_1
1034624524,2618679,ESM1b_IEDB_LBCE_proteins_1
1034624559,5191870,ESM1b_IEDB_LBCE_proteins_1
1034624969,4396302,ESM1b_IEDB_LBCE_proteins_1
1034624975,2670812,ESM1b_IEDB_LBCE_proteins_1
1034625097,1552739,ESM1b_IEDB_LBCE_proteins_1
1034625123,1395553,ESM1b_IEDB_LBCE_proteins_1
1034625141,4037189,ESM1b_IEDB_LBCE_proteins_1
1034625265,4018920,ESM1b_IEDB_LBCE_proteins_1
1034625561,12128031,ESM1b_IEDB_LBCE_proteins_1
1034625849,1908928,ESM1b_IEDB_LBCE_proteins_1
1034625881,2305486,ESM1b_IEDB_LBCE_proteins_1
1034626005,1442877,ESM1b_IEDB_LBCE_proteins_1
1034627297,6456195,ESM1b_IEDB_LBCE_proteins_1
1034627724,12822499,ESM1b_IEDB_LBCE_proteins_1
1034628100,2475149,ESM1b_IEDB_LBCE_proteins_1
1034628619,1624245,ESM1b_IEDB_LBCE_proteins_1
1034628922,3358016,ESM1b_IEDB_LBCE_proteins_1
1034629306,11414587,ESM1b_IEDB_LBCE_proteins_1
1034629326,9149685,ESM1b_IEDB_LBCE_proteins_1
1034629364,4004066,ESM1b_IEDB_LBCE_proteins_1
1034629376,4346634,ESM1b_IEDB_LBCE_proteins_1
1034629556,1590500,ESM1b_IEDB_LBCE_proteins_1
1034630766,2752828,ESM1b_IEDB_LBCE_proteins_1
